Datetime,solar_mw,wind-direction,wind-speed,humidity,average-wind-speed-(period),average-pressure-(period),temperature
2020-07-20 06:00:00,9311.0,26.0,13.4,34.0,9.0,30.15,63.0
2020-07-20 05:00:00,8983.0,26.0,13.4,29.0,20.0,30.17,63.0
2020-07-20 04:00:00,8989.0,26.0,13.4,25.0,14.0,30.15,63.0
2020-07-20 03:00:00,9223.0,26.0,13.4,29.0,17.0,30.13,63.0
2020-07-20 02:00:00,9636.0,26.0,13.4,46.0,11.0,30.16,63.0
2020-07-20 01:00:00,10277.0,26.0,13.4,27.0,7.0,30.19,63.0
2020-07-20 00:00:00,11199.0,30.0,6.4,21.0,0.0,30.21,64.0
2020-07-19 23:00:00,12405.0,31.0,6.4,49.0,5.0,30.22,64.0
2020-07-19 22:00:00,13531.0,31.0,6.4,49.0,0.0,30.26,64.0
2020-07-19 21:00:00,14197.0,31.0,6.4,21.0,0.0,30.27,64.0
2020-07-19 20:00:00,14825.0,31.0,6.4,14.0,5.0,30.22,64.0
2020-07-19 19:00:00,15496.0,31.0,6.4,18.0,18.0,30.19,64.0
2020-07-19 18:00:00,15820.0,31.0,6.4,26.0,13.0,30.2,64.0
2020-07-19 17:00:00,15707.0,31.0,6.4,62.0,7.0,30.2,64.0
2020-07-19 16:00:00,15448.0,31.0,4.9,75.0,0.0,30.18,65.0
2020-07-19 15:00:00,15065.0,29.0,4.9,61.0,3.0,30.16,65.0
2020-07-19 14:00:00,14657.0,29.0,4.9,75.0,0.0,30.18,65.0
2020-07-19 13:00:00,14100.0,29.0,4.9,63.0,5.0,30.18,65.0
2020-07-19 12:00:00,13479.0,29.0,4.9,36.0,0.0,30.1,65.0
2020-07-19 11:00:00,12728.0,29.0,4.9,31.0,14.0,30.05,65.0
2020-07-19 10:00:00,11928.0,29.0,4.9,40.0,14.0,30.03,65.0
2020-07-19 09:00:00,11104.0,29.0,4.9,72.0,9.0,30.04,65.0
2020-07-19 08:00:00,10415.0,29.0,6.4,75.0,7.0,30.04,68.0
2020-07-19 07:00:00,9722.0,29.0,6.4,66.0,3.0,30.04,68.0
2020-07-19 06:00:00,9167.0,29.0,6.4,80.0,3.0,30.06,68.0
2020-07-19 05:00:00,8802.0,29.0,6.4,65.0,6.0,30.08,68.0
2020-07-19 04:00:00,8705.0,29.0,6.4,40.0,0.0,30.03,68.0
2020-07-19 03:00:00,8946.0,29.0,6.4,34.0,18.0,30.0,68.0
2020-07-19 02:00:00,9337.0,29.0,6.4,58.0,11.0,30.01,68.0
2020-07-19 01:00:00,9978.0,29.0,6.4,70.0,7.0,30.03,68.0
2020-07-19 00:00:00,10907.0,27.0,4.1,67.0,3.0,30.03,69.0
2020-07-18 23:00:00,12163.0,28.0,4.1,64.0,3.0,30.03,69.0
2020-07-18 22:00:00,13345.0,28.0,4.1,72.0,0.0,30.06,69.0
2020-07-18 21:00:00,14097.0,28.0,4.1,70.0,3.0,30.08,69.0
2020-07-18 20:00:00,14882.0,28.0,4.1,54.0,0.0,30.03,69.0
2020-07-18 19:00:00,15538.0,28.0,4.1,24.0,15.0,30.0,69.0
2020-07-18 18:00:00,15850.0,28.0,4.1,28.0,14.0,30.01,69.0
2020-07-18 17:00:00,15724.0,28.0,4.1,42.0,0.0,30.03,69.0
2020-07-18 16:00:00,15502.0,28.0,4.4,52.0,0.0,30.03,70.0
2020-07-18 15:00:00,15058.0,30.0,4.4,69.0,0.0,30.03,70.0
2020-07-18 14:00:00,14617.0,30.0,4.4,81.0,0.0,30.05,70.0
2020-07-18 13:00:00,14148.0,30.0,4.4,66.0,3.0,30.06,70.0
2020-07-18 12:00:00,13612.0,30.0,4.4,61.0,5.0,30.0,70.0
2020-07-18 11:00:00,12920.0,30.0,4.4,24.0,11.0,29.96,70.0
2020-07-18 10:00:00,12213.0,30.0,4.4,35.0,9.0,29.97,70.0
2020-07-18 09:00:00,11620.0,30.0,4.4,48.0,3.0,29.99,70.0
2020-07-18 08:00:00,11115.0,30.0,10.3,62.0,10.0,29.99,59.0
2020-07-18 07:00:00,10388.0,30.0,10.3,75.0,5.0,30.0,59.0
2020-07-18 06:00:00,9983.0,30.0,10.3,90.0,10.0,30.02,59.0
2020-07-18 05:00:00,9671.0,30.0,10.3,68.0,6.0,30.07,59.0
2020-07-18 04:00:00,9697.0,30.0,10.3,59.0,13.0,30.02,59.0
2020-07-18 03:00:00,9961.0,30.0,10.3,70.0,17.0,30.01,59.0
2020-07-18 02:00:00,10349.0,30.0,10.3,83.0,11.0,30.03,59.0
2020-07-18 01:00:00,11047.0,30.0,10.3,83.0,8.0,30.06,59.0
2020-07-18 00:00:00,12009.0,27.0,11.5,83.0,0.0,30.05,56.0
2020-07-17 23:00:00,13272.0,29.0,11.5,83.0,7.0,30.05,56.0
2020-07-17 22:00:00,14621.0,29.0,11.5,83.0,3.0,30.08,56.0
2020-07-17 21:00:00,15282.0,29.0,11.5,72.0,8.0,30.1,56.0
2020-07-17 20:00:00,15826.0,29.0,11.5,72.0,21.0,30.05,56.0
2020-07-17 19:00:00,16372.0,29.0,11.5,83.0,18.0,30.05,56.0
2020-07-17 18:00:00,16729.0,29.0,11.5,86.0,15.0,30.08,56.0
2020-07-17 17:00:00,16838.0,29.0,11.5,83.0,10.0,30.1,56.0
2020-07-17 16:00:00,16816.0,29.0,13.3,83.0,14.0,30.12,58.0
2020-07-17 15:00:00,17162.0,28.0,13.3,80.0,14.0,30.13,58.0
2020-07-17 14:00:00,17209.0,28.0,13.3,80.0,9.0,30.17,58.0
2020-07-17 13:00:00,16735.0,28.0,13.3,67.0,11.0,30.2,58.0
2020-07-17 12:00:00,16228.0,28.0,13.3,58.0,16.0,30.17,58.0
2020-07-17 11:00:00,15327.0,28.0,13.3,70.0,17.0,30.16,58.0
2020-07-17 10:00:00,14194.0,28.0,13.3,80.0,15.0,30.17,58.0
2020-07-17 09:00:00,13158.0,28.0,13.3,90.0,8.0,30.18,58.0
2020-07-17 08:00:00,12198.0,28.0,4.0,86.0,3.0,30.17,64.0
2020-07-17 07:00:00,11458.0,27.0,4.0,86.0,3.0,30.17,64.0
2020-07-17 06:00:00,10855.0,27.0,4.0,86.0,0.0,30.19,64.0
2020-07-17 05:00:00,10455.0,27.0,4.0,75.0,0.0,30.2,64.0
2020-07-17 04:00:00,10422.0,27.0,4.0,46.0,3.0,30.13,64.0
2020-07-17 03:00:00,10672.0,27.0,4.0,46.0,14.0,30.08,64.0
2020-07-17 02:00:00,11055.0,27.0,4.0,45.0,13.0,30.07,64.0
2020-07-17 01:00:00,11769.0,27.0,4.0,65.0,3.0,30.08,64.0
2020-07-17 00:00:00,12788.0,27.0,2.7,62.0,0.0,30.08,68.0
2020-07-16 23:00:00,13956.0,27.0,2.7,67.0,0.0,30.07,68.0
2020-07-16 22:00:00,15236.0,27.0,2.7,34.0,8.0,30.08,68.0
2020-07-16 21:00:00,15854.0,27.0,2.7,21.0,7.0,30.09,68.0
2020-07-16 20:00:00,16453.0,27.0,2.7,17.0,0.0,30.04,68.0
2020-07-16 19:00:00,16941.0,27.0,2.7,21.0,0.0,30.02,68.0
2020-07-16 18:00:00,17044.0,27.0,2.7,28.0,0.0,30.03,68.0
2020-07-16 17:00:00,17491.0,27.0,2.7,57.0,0.0,30.05,68.0
2020-07-16 16:00:00,17788.0,27.0,4.3,58.0,0.0,30.05,69.0
2020-07-16 15:00:00,17550.0,27.0,4.3,62.0,0.0,30.02,69.0
2020-07-16 14:00:00,17107.0,27.0,4.3,65.0,5.0,30.04,69.0
2020-07-16 13:00:00,16192.0,27.0,4.3,63.0,5.0,30.06,69.0
2020-07-16 12:00:00,15089.0,27.0,4.3,64.0,3.0,30.0,69.0
2020-07-16 11:00:00,14123.0,27.0,4.3,26.0,11.0,29.97,69.0
2020-07-16 10:00:00,13164.0,27.0,4.3,25.0,11.0,29.98,69.0
2020-07-16 09:00:00,12324.0,27.0,4.3,43.0,0.0,30.0,69.0
2020-07-16 08:00:00,11664.0,27.0,4.9,67.0,5.0,30.01,68.0
2020-07-16 07:00:00,10953.0,27.0,4.9,51.0,0.0,30.0,68.0
2020-07-16 06:00:00,10388.0,27.0,4.9,75.0,3.0,30.02,68.0
2020-07-16 05:00:00,9964.0,27.0,4.9,70.0,5.0,30.05,68.0
2020-07-16 04:00:00,9865.0,27.0,4.9,53.0,3.0,30.0,68.0
2020-07-16 03:00:00,10071.0,27.0,4.9,33.0,7.0,29.96,68.0
2020-07-16 02:00:00,10461.0,27.0,4.9,43.0,13.0,29.99,68.0
2020-07-16 01:00:00,11100.0,27.0,4.9,58.0,0.0,30.02,68.0
2020-07-16 00:00:00,11944.0,18.0,4.6,56.0,3.0,30.03,68.0
2020-07-15 23:00:00,13120.0,21.0,4.6,62.0,0.0,30.02,68.0
2020-07-15 22:00:00,14162.0,21.0,4.6,80.0,0.0,30.05,68.0
2020-07-15 21:00:00,14729.0,21.0,4.6,68.0,7.0,30.06,68.0
2020-07-15 20:00:00,15162.0,21.0,4.6,61.0,3.0,30.01,68.0
2020-07-15 19:00:00,15519.0,21.0,4.6,28.0,6.0,29.98,68.0
2020-07-15 18:00:00,15634.0,21.0,4.6,49.0,6.0,29.99,68.0
2020-07-15 17:00:00,15710.0,21.0,4.6,52.0,7.0,30.02,68.0
2020-07-15 16:00:00,15571.0,21.0,11.3,83.0,11.0,30.04,60.0
2020-07-15 15:00:00,15308.0,20.0,11.3,93.0,9.0,30.05,60.0
2020-07-15 14:00:00,14755.0,20.0,11.3,96.0,6.0,30.08,60.0
2020-07-15 13:00:00,14059.0,20.0,11.3,70.0,0.0,30.1,60.0
2020-07-15 12:00:00,13097.0,20.0,11.3,59.0,14.0,30.05,60.0
2020-07-15 11:00:00,12143.0,20.0,11.3,78.0,15.0,30.03,60.0
2020-07-15 10:00:00,11044.0,20.0,11.3,93.0,17.0,30.08,60.0
2020-07-15 09:00:00,9937.0,20.0,11.3,93.0,15.0,30.13,60.0
2020-07-15 08:00:00,9078.0,20.0,9.0,93.0,8.0,30.16,55.0
2020-07-15 07:00:00,8659.0,27.0,9.0,93.0,0.0,30.15,55.0
2020-07-15 06:00:00,8670.0,27.0,9.0,90.0,6.0,30.19,55.0
2020-07-15 05:00:00,8709.0,27.0,9.0,87.0,3.0,30.2,55.0
2020-07-15 04:00:00,8927.0,27.0,9.0,78.0,17.0,30.17,55.0
2020-07-15 03:00:00,9250.0,27.0,9.0,78.0,15.0,30.14,55.0
2020-07-15 02:00:00,9832.0,27.0,9.0,93.0,15.0,30.16,55.0
2020-07-15 01:00:00,10534.0,27.0,9.0,90.0,14.0,30.18,55.0
2020-07-15 00:00:00,11406.0,28.0,10.4,96.0,14.0,30.18,58.0
2020-07-14 23:00:00,12494.0,23.0,10.4,100.0,9.0,30.19,58.0
2020-07-14 22:00:00,13469.0,23.0,10.4,96.0,5.0,30.22,58.0
2020-07-14 21:00:00,14044.0,23.0,10.4,93.0,0.0,30.22,58.0
2020-07-14 20:00:00,14804.0,23.0,10.4,72.0,20.0,30.17,58.0
2020-07-14 19:00:00,15318.0,23.0,10.4,65.0,15.0,30.14,58.0
2020-07-14 18:00:00,15513.0,23.0,10.4,90.0,17.0,30.14,58.0
2020-07-14 17:00:00,15358.0,23.0,10.4,93.0,10.0,30.14,58.0
2020-07-14 16:00:00,14987.0,23.0,8.3,96.0,8.0,30.1,56.0
2020-07-14 15:00:00,14512.0,29.0,8.3,100.0,7.0,30.06,56.0
2020-07-14 14:00:00,13949.0,29.0,8.3,100.0,9.0,30.08,56.0
2020-07-14 13:00:00,13440.0,29.0,8.3,83.0,3.0,30.07,56.0
2020-07-14 12:00:00,12766.0,29.0,8.3,78.0,5.0,29.99,56.0
2020-07-14 11:00:00,11944.0,29.0,8.3,70.0,9.0,29.94,56.0
2020-07-14 10:00:00,11040.0,29.0,8.3,90.0,11.0,29.94,56.0
2020-07-14 09:00:00,10070.0,29.0,8.3,93.0,9.0,29.96,56.0
2020-07-14 08:00:00,9184.0,29.0,8.6,83.0,3.0,29.93,59.0
2020-07-14 07:00:00,8569.0,18.0,8.6,90.0,5.0,29.87,59.0
2020-07-14 06:00:00,8561.0,18.0,8.6,86.0,0.0,29.85,59.0
2020-07-14 05:00:00,8529.0,18.0,8.6,84.0,0.0,29.9,59.0
2020-07-14 04:00:00,8650.0,18.0,8.6,68.0,17.0,29.87,59.0
2020-07-14 03:00:00,8965.0,18.0,8.6,84.0,8.0,29.88,59.0
2020-07-14 02:00:00,9435.0,18.0,8.6,75.0,0.0,29.94,59.0
2020-07-14 01:00:00,10158.0,18.0,8.6,70.0,23.0,29.93,59.0
2020-07-14 00:00:00,11106.0,27.0,13.0,63.0,13.0,30.0,65.0
2020-07-13 23:00:00,12125.0,27.0,13.0,84.0,15.0,30.03,65.0
2020-07-13 22:00:00,13134.0,27.0,13.0,90.0,6.0,30.09,65.0
2020-07-13 21:00:00,13785.0,27.0,13.0,87.0,6.0,30.13,65.0
2020-07-13 20:00:00,14565.0,27.0,13.0,61.0,18.0,30.1,65.0
2020-07-13 19:00:00,15314.0,27.0,13.0,57.0,15.0,30.08,65.0
2020-07-13 18:00:00,15737.0,27.0,13.0,59.0,21.0,30.08,65.0
2020-07-13 17:00:00,15807.0,27.0,13.0,78.0,11.0,30.06,65.0
2020-07-13 16:00:00,15620.0,27.0,12.8,75.0,9.0,30.03,63.0
2020-07-13 15:00:00,15338.0,28.0,12.8,84.0,7.0,29.99,63.0
2020-07-13 14:00:00,14955.0,28.0,12.8,90.0,14.0,29.97,63.0
2020-07-13 13:00:00,14400.0,28.0,12.8,87.0,15.0,29.99,63.0
2020-07-13 12:00:00,13754.0,28.0,12.8,90.0,15.0,29.93,63.0
2020-07-13 11:00:00,13164.0,28.0,12.8,87.0,15.0,29.88,63.0
2020-07-13 10:00:00,12456.0,28.0,12.8,87.0,14.0,29.9,63.0
2020-07-13 09:00:00,11686.0,28.0,12.8,93.0,9.0,29.93,63.0
2020-07-13 08:00:00,10910.0,28.0,8.1,90.0,9.0,29.93,62.0
2020-07-13 07:00:00,10176.0,28.0,8.1,90.0,5.0,29.96,62.0
2020-07-13 06:00:00,9704.0,28.0,8.1,90.0,9.0,30.02,62.0
2020-07-13 05:00:00,9386.0,28.0,8.1,78.0,0.0,30.07,62.0
2020-07-13 04:00:00,9359.0,28.0,8.1,68.0,14.0,30.07,62.0
2020-07-13 03:00:00,9567.0,28.0,8.1,73.0,13.0,30.06,62.0
2020-07-13 02:00:00,10049.0,28.0,8.1,87.0,3.0,30.06,62.0
2020-07-13 01:00:00,10695.0,28.0,8.1,83.0,5.0,30.07,62.0
2020-07-13 00:00:00,11673.0,28.0,10.6,86.0,0.0,30.06,58.0
2020-07-12 23:00:00,12907.0,32.0,10.6,90.0,3.0,30.02,58.0
2020-07-12 22:00:00,14087.0,32.0,10.6,83.0,5.0,29.99,58.0
2020-07-12 21:00:00,14633.0,32.0,10.6,78.0,7.0,29.96,58.0
2020-07-12 20:00:00,15285.0,32.0,10.6,72.0,20.0,29.86,58.0
2020-07-12 19:00:00,15966.0,32.0,10.6,90.0,21.0,29.75,58.0
2020-07-12 18:00:00,16297.0,32.0,10.6,87.0,13.0,29.85,58.0
2020-07-12 17:00:00,16183.0,32.0,10.6,86.0,11.0,29.94,58.0
2020-07-12 16:00:00,15971.0,32.0,13.3,80.0,9.0,29.98,55.0
2020-07-12 15:00:00,15667.0,27.0,13.3,83.0,5.0,30.01,55.0
2020-07-12 14:00:00,15309.0,27.0,13.3,80.0,11.0,30.06,55.0
2020-07-12 13:00:00,14798.0,27.0,13.3,69.0,13.0,30.13,55.0
2020-07-12 12:00:00,14137.0,27.0,13.3,55.0,18.0,30.12,55.0
2020-07-12 11:00:00,13381.0,27.0,13.3,64.0,22.0,30.13,55.0
2020-07-12 10:00:00,12670.0,27.0,13.3,72.0,16.0,30.17,55.0
2020-07-12 09:00:00,11944.0,27.0,13.3,74.0,11.0,30.19,55.0
2020-07-12 08:00:00,11241.0,27.0,3.8,74.0,6.0,30.22,53.0
2020-07-12 07:00:00,10511.0,27.0,3.8,83.0,0.0,30.22,53.0
2020-07-12 06:00:00,10000.0,27.0,3.8,89.0,3.0,30.23,53.0
2020-07-12 05:00:00,9628.0,27.0,3.8,67.0,3.0,30.27,53.0
2020-07-12 04:00:00,9715.0,27.0,3.8,56.0,5.0,30.25,53.0
2020-07-12 03:00:00,10032.0,27.0,3.8,52.0,8.0,30.25,53.0
2020-07-12 02:00:00,10496.0,27.0,3.8,58.0,7.0,30.25,53.0
2020-07-12 01:00:00,11209.0,27.0,3.8,62.0,0.0,30.27,53.0
2020-07-12 00:00:00,12183.0,27.0,4.6,62.0,3.0,30.28,60.0
2020-07-11 23:00:00,13444.0,28.0,4.6,72.0,0.0,30.29,60.0
2020-07-11 22:00:00,14662.0,28.0,4.6,80.0,5.0,30.33,60.0
2020-07-11 21:00:00,15440.0,28.0,4.6,62.0,8.0,30.35,60.0
2020-07-11 20:00:00,16117.0,28.0,4.6,54.0,0.0,30.3,60.0
2020-07-11 19:00:00,16706.0,28.0,4.6,63.0,14.0,30.26,60.0
2020-07-11 18:00:00,17206.0,28.0,4.6,78.0,7.0,30.26,60.0
2020-07-11 17:00:00,17431.0,28.0,4.6,93.0,5.0,30.26,60.0
2020-07-11 16:00:00,17424.0,28.0,5.2,86.0,0.0,30.24,62.0
2020-07-11 15:00:00,17183.0,28.0,5.2,90.0,0.0,30.24,62.0
2020-07-11 14:00:00,16765.0,28.0,5.2,96.0,0.0,30.22,62.0
2020-07-11 13:00:00,16196.0,28.0,5.2,84.0,3.0,30.22,62.0
2020-07-11 12:00:00,15298.0,28.0,5.2,75.0,0.0,30.16,62.0
2020-07-11 11:00:00,14439.0,28.0,5.2,55.0,11.0,30.11,62.0
2020-07-11 10:00:00,13379.0,28.0,5.2,87.0,15.0,30.12,62.0
2020-07-11 09:00:00,12391.0,28.0,5.2,87.0,7.0,30.11,62.0
2020-07-11 08:00:00,11563.0,28.0,10.2,90.0,10.0,30.11,58.0
2020-07-11 07:00:00,10712.0,28.0,10.2,90.0,9.0,30.08,58.0
2020-07-11 06:00:00,10102.0,28.0,10.2,93.0,0.0,30.06,58.0
2020-07-11 05:00:00,9673.0,28.0,10.2,81.0,7.0,30.06,58.0
2020-07-11 04:00:00,9647.0,28.0,10.2,84.0,9.0,29.98,58.0
2020-07-11 03:00:00,9921.0,28.0,10.2,93.0,10.0,29.93,58.0
2020-07-11 02:00:00,10366.0,28.0,10.2,93.0,16.0,29.91,58.0
2020-07-11 01:00:00,11098.0,28.0,10.2,86.0,15.0,29.88,58.0
2020-07-11 00:00:00,12154.0,29.0,19.3,83.0,23.0,29.87,57.0
2020-07-10 23:00:00,13496.0,27.0,19.3,83.0,24.0,29.85,57.0
2020-07-10 22:00:00,14885.0,27.0,19.3,83.0,21.0,29.86,57.0
2020-07-10 21:00:00,15807.0,27.0,19.3,75.0,14.0,29.88,57.0
2020-07-10 20:00:00,16713.0,27.0,19.3,70.0,20.0,29.87,57.0
2020-07-10 19:00:00,17227.0,27.0,19.3,78.0,15.0,29.87,57.0
2020-07-10 18:00:00,17280.0,27.0,19.3,83.0,15.0,29.91,57.0
2020-07-10 17:00:00,17074.0,27.0,19.3,83.0,25.0,29.96,57.0
2020-07-10 16:00:00,16626.0,27.0,8.5,86.0,11.0,29.98,55.0
2020-07-10 15:00:00,16070.0,27.0,8.5,90.0,5.0,30.02,55.0
2020-07-10 14:00:00,15452.0,27.0,8.5,90.0,9.0,30.07,55.0
2020-07-10 13:00:00,14597.0,27.0,8.5,72.0,9.0,30.09,55.0
2020-07-10 12:00:00,13697.0,27.0,8.5,65.0,14.0,30.06,55.0
2020-07-10 11:00:00,12770.0,27.0,8.5,70.0,9.0,30.07,55.0
2020-07-10 10:00:00,11821.0,27.0,8.5,78.0,9.0,30.09,55.0
2020-07-10 09:00:00,10883.0,27.0,8.5,83.0,9.0,30.13,55.0
2020-07-10 08:00:00,10137.0,27.0,10.2,90.0,9.0,30.16,57.0
2020-07-10 07:00:00,9493.0,27.0,10.2,96.0,7.0,30.17,57.0
2020-07-10 06:00:00,8963.0,27.0,10.2,86.0,7.0,30.21,57.0
2020-07-10 05:00:00,8603.0,27.0,10.2,75.0,10.0,30.27,57.0
2020-07-10 04:00:00,8522.0,27.0,10.2,72.0,10.0,30.24,57.0
2020-07-10 03:00:00,8718.0,27.0,10.2,72.0,15.0,30.24,57.0
2020-07-10 02:00:00,9090.0,27.0,10.2,72.0,11.0,30.27,57.0
2020-07-10 01:00:00,9712.0,27.0,10.2,80.0,10.0,30.27,57.0
2020-07-10 00:00:00,10653.0,27.0,5.9,93.0,6.0,30.28,60.0
2020-07-09 23:00:00,11881.0,22.0,5.9,96.0,8.0,30.27,60.0
2020-07-09 22:00:00,13121.0,22.0,5.9,87.0,0.0,30.3,60.0
2020-07-09 21:00:00,13848.0,22.0,5.9,87.0,5.0,30.32,60.0
2020-07-09 20:00:00,14671.0,22.0,5.9,84.0,3.0,30.26,60.0
2020-07-09 19:00:00,15158.0,22.0,5.9,87.0,16.0,30.21,60.0
2020-07-09 18:00:00,15297.0,22.0,5.9,93.0,8.0,30.21,60.0
2020-07-09 17:00:00,14976.0,22.0,5.9,93.0,0.0,30.23,60.0
2020-07-09 16:00:00,14548.0,22.0,6.0,93.0,0.0,30.23,60.0
2020-07-09 15:00:00,13932.0,29.0,6.0,96.0,0.0,30.22,60.0
2020-07-09 14:00:00,13317.0,29.0,6.0,96.0,0.0,30.22,60.0
2020-07-09 13:00:00,12668.0,29.0,6.0,93.0,5.0,30.23,60.0
2020-07-09 12:00:00,12120.0,29.0,6.0,63.0,9.0,30.16,60.0
2020-07-09 11:00:00,11498.0,29.0,6.0,75.0,20.0,30.11,60.0
2020-07-09 10:00:00,10869.0,29.0,6.0,78.0,10.0,30.1,60.0
2020-07-09 09:00:00,10250.0,29.0,6.0,87.0,8.0,30.1,60.0
2020-07-09 08:00:00,9635.0,29.0,6.5,90.0,3.0,30.1,66.0
2020-07-09 07:00:00,9055.0,29.0,6.5,93.0,0.0,30.08,66.0
2020-07-09 06:00:00,8529.0,29.0,6.5,86.0,0.0,30.12,66.0
2020-07-09 05:00:00,8168.0,29.0,6.5,52.0,7.0,30.14,66.0
2020-07-09 04:00:00,8044.0,29.0,6.5,40.0,6.0,30.07,66.0
2020-07-09 03:00:00,8180.0,29.0,6.5,27.0,7.0,30.04,66.0
2020-07-09 02:00:00,8502.0,29.0,6.5,38.0,9.0,30.06,66.0
2020-07-09 01:00:00,9052.0,29.0,6.5,47.0,9.0,30.08,66.0
2020-07-09 00:00:00,9918.0,28.0,5.0,45.0,11.0,30.1,69.0
2020-07-08 23:00:00,10936.0,29.0,5.0,54.0,8.0,30.1,69.0
2020-07-08 22:00:00,11902.0,29.0,5.0,54.0,8.0,30.12,69.0
2020-07-08 21:00:00,12353.0,29.0,5.0,30.0,7.0,30.14,69.0
2020-07-08 20:00:00,12992.0,29.0,5.0,39.0,3.0,30.08,69.0
2020-07-08 19:00:00,13399.0,29.0,5.0,27.0,0.0,30.05,69.0
2020-07-08 18:00:00,13458.0,29.0,5.0,38.0,0.0,30.07,69.0
2020-07-08 17:00:00,13164.0,29.0,5.0,48.0,3.0,30.07,69.0
2020-07-08 16:00:00,12722.0,29.0,2.0,75.0,0.0,30.08,63.0
2020-07-08 15:00:00,12239.0,28.0,2.0,90.0,0.0,30.06,63.0
2020-07-08 14:00:00,11810.0,28.0,2.0,90.0,0.0,30.09,63.0
2020-07-08 13:00:00,11353.0,28.0,2.0,78.0,3.0,30.11,63.0
2020-07-08 12:00:00,10885.0,28.0,2.0,73.0,8.0,30.06,63.0
2020-07-08 11:00:00,10402.0,28.0,2.0,50.0,0.0,30.04,63.0
2020-07-08 10:00:00,9760.0,28.0,2.0,68.0,3.0,30.06,63.0
2020-07-08 09:00:00,9131.0,28.0,2.0,75.0,0.0,30.09,63.0
2020-07-08 08:00:00,8389.0,28.0,1.2,83.0,0.0,30.1,64.0
2020-07-08 07:00:00,7951.0,27.0,1.2,87.0,0.0,30.11,64.0
2020-07-08 06:00:00,7974.0,27.0,1.2,90.0,3.0,30.13,64.0
2020-07-08 05:00:00,7952.0,27.0,1.2,78.0,3.0,30.15,64.0
2020-07-08 04:00:00,8043.0,27.0,1.2,70.0,3.0,30.11,64.0
2020-07-08 03:00:00,8291.0,27.0,1.2,49.0,0.0,30.08,64.0
2020-07-08 02:00:00,8648.0,27.0,1.2,70.0,0.0,30.09,64.0
2020-07-08 01:00:00,9230.0,27.0,1.2,78.0,0.0,30.11,64.0
2020-07-08 00:00:00,9991.0,27.0,9.3,81.0,0.0,30.11,57.0
2020-07-07 23:00:00,10809.0,18.0,9.3,86.0,6.0,30.12,57.0
2020-07-07 22:00:00,11530.0,18.0,9.3,93.0,7.0,30.14,57.0
2020-07-07 21:00:00,11786.0,18.0,9.3,81.0,0.0,30.17,57.0
2020-07-07 20:00:00,12277.0,18.0,9.3,75.0,18.0,30.12,57.0
2020-07-07 19:00:00,12744.0,18.0,9.3,83.0,16.0,30.09,57.0
2020-07-07 18:00:00,12978.0,18.0,9.3,96.0,13.0,30.1,57.0
2020-07-07 17:00:00,12836.0,18.0,9.3,93.0,11.0,30.12,57.0
2020-07-07 16:00:00,12557.0,18.0,5.7,93.0,6.0,30.13,54.0
2020-07-07 15:00:00,12355.0,20.0,5.7,86.0,5.0,30.14,54.0
2020-07-07 14:00:00,12166.0,20.0,5.7,86.0,7.0,30.14,54.0
2020-07-07 13:00:00,11970.0,20.0,5.7,86.0,5.0,30.16,54.0
2020-07-07 12:00:00,11807.0,20.0,5.7,83.0,9.0,30.14,54.0
2020-07-07 11:00:00,11420.0,20.0,5.7,80.0,9.0,30.11,54.0
2020-07-07 10:00:00,10908.0,20.0,5.7,90.0,10.0,30.14,54.0
2020-07-07 09:00:00,10245.0,20.0,5.7,86.0,8.0,30.16,54.0
2020-07-07 08:00:00,9678.0,20.0,6.6,90.0,7.0,30.15,57.0
2020-07-07 07:00:00,9397.0,28.0,6.6,90.0,3.0,30.16,57.0
2020-07-07 06:00:00,9463.0,28.0,6.6,90.0,5.0,30.21,57.0
2020-07-07 05:00:00,9520.0,28.0,6.6,87.0,5.0,30.25,57.0
2020-07-07 04:00:00,9667.0,28.0,6.6,78.0,11.0,30.22,57.0
2020-07-07 03:00:00,9967.0,28.0,6.6,72.0,14.0,30.2,57.0
2020-07-07 02:00:00,10438.0,28.0,6.6,78.0,10.0,30.21,57.0
2020-07-07 01:00:00,11037.0,28.0,6.6,69.0,3.0,30.21,57.0
2020-07-07 00:00:00,11917.0,28.0,6.6,83.0,3.0,30.2,55.0
2020-07-06 23:00:00,12998.0,28.0,6.6,83.0,0.0,30.16,55.0
2020-07-06 22:00:00,13928.0,28.0,6.6,80.0,3.0,30.16,55.0
2020-07-06 21:00:00,14426.0,28.0,6.6,60.0,5.0,30.15,55.0
2020-07-06 20:00:00,15031.0,28.0,6.6,37.0,0.0,30.11,55.0
2020-07-06 19:00:00,15741.0,28.0,6.6,60.0,11.0,30.08,55.0
2020-07-06 18:00:00,16419.0,28.0,6.6,83.0,22.0,30.1,55.0
2020-07-06 17:00:00,16792.0,28.0,6.6,83.0,8.0,30.11,55.0
2020-07-06 16:00:00,16977.0,28.0,6.0,77.0,0.0,30.09,54.0
2020-07-06 15:00:00,16954.0,27.0,6.0,83.0,5.0,30.08,54.0
2020-07-06 14:00:00,16623.0,27.0,6.0,83.0,0.0,30.12,54.0
2020-07-06 13:00:00,16138.0,27.0,6.0,72.0,3.0,30.15,54.0
2020-07-06 12:00:00,15490.0,27.0,6.0,70.0,3.0,30.1,54.0
2020-07-06 11:00:00,14791.0,27.0,6.0,67.0,14.0,30.07,54.0
